COc1cc2ncnc(Nc3cc(Br)c(O)c(Br)c3)c2cc1OC	KIN001-055
CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=C(C(=C2O)C1)NCC=C)O)C)OC)OC(=O)N)C)C)O)OC	NCGC00346438-01
CC(C)C1=CC(=C2NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)C(=O)C=C1O	Ganetespib
CC1=C(C(=O)C=C2C1=CC=C3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C)O	celastrol
CCNC(=O)C1=CC2=C(N=C(N=C2S1)N)C3=CC(=C(C=C3Cl)Cl)OCCN4CCCC4	NVP-BEP800
CC1=C(C=CC2=C1OC(=O)C(=C2[O-])NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O	novobiocin(1-)
C1=CC(=CC=C1COCC2C(C(C(O2)N3C4=C(C(=NC=N4)N)N=C3NCC5=CC(=C(C=C5)Cl)Cl)O)O)C#N	NCGC00263143-01
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO	1316214-52-4
CN1CCC2=C(C1)N(C3=CC=CC=C23)CC4=CC=C(C=C4)C(=O)NO	CHEMBL2018451
C1C(OC(OC1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)CSC4=NC(=C(O4)C5=CC=CC=C5)C6=CC=CC=C6	Tubacin
CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO	Droxinostat
C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO	Belinostat(Random Configuration)
C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4	Mocetinostat
CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO	CHEMBL2141644
C1=CC(=CN=C1)NC(=O)CCCCCCC(=O)NO	pyroxamide
CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)C=CC(=O)NO	CHEMBL2133870
CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C	128517-07-7
CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO	m344
CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO.O.Cl	732302-99-7
CN1C=C(C=C1C=CC(=O)NO)C=CC(=O)C2=CC(=CC=C2)F	852475-26-4
CN1C=C(C=C1C=CC(=O)NO)C=CC(=O)C2=CC(=CC=C2)F	852475-26-4
COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO	PCI-34051
C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C#CC=CC(=O)NO	Metacept-3
C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O	Fisetin
C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O	isoliquirtigenin
C1CCCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC(=CC=C3)Br	AK-7
CN(C)NC(=O)CCC(=O)O	Daminozide
C1CN(CCC2=CC=CC=C21)C3=CC(=NC(=N3)C4=CC=CC=N4)NCCC(=O)O	GSK-J1
CC(C1=CC2=C(C=C1)OCCO2)NC3CC3C4=CC=CC=C4	NCGC00347951-01
C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=CN=C3)Br	1314241-44-5
CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C	MolMap_000049
CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO	QUISINOSTAT
CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO	ABEXINOSTAT
C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)C=CC(=O)NO	NVP-LAQ824;LAQ824
CCCCCCCC1=CC=C(C=C1)CCC2=C(C(=CC=C2)O)C(=O)O	MG149
C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N	Niraparib
CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O	AG14361
CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=CC(=CC(=C34)N2)F	RUCAPARIB
C1=CC(=C(C=C1C(=O)N)[N+](=O)[O-])I	4-Iodo-3-nitrobenzamide
C1CC(NC1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F	CHEMBL1090466
C1=CC(=CC(=C1)N)C(=O)N	3-aminobenzamide
CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4	Carfilzomib
CC12C(C(=O)NC1(C(=O)O2)C(C3CCCC=C3)O)CCCl	Salinosporamide F
B1(OC(=O)CC(O1)(CC(=O)O)C(=O)O)C(CC(C)C)NC(=O)CNC(=O)C2=C(C=CC(=C2)Cl)Cl	1201902-80-8
CCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1	MG-115
B(C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C1=CC=CC(=N1)C2=CC=CC=C2)(O)O	Delanzomib
CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1	SCHEMBL2250091
CC1=NC=C(S1)C(=O)NC(COC)C(=O)NC(COC)C(=O)NC(CC2=CC=CC=C2)C(=O)C3(CO3)C	Oprozomib
CC1(C(N(C(=O)N1CC(=O)NN=CC=CC2=CC=C(O2)[N+](=O)[O-])C3=CC=C(C=C3)Cl)N(C(=O)NC4=CC=C(C=C4)Cl)O)C	eeyarestatin I
CC1(C(N(C(=O)N1CC(=O)NN=CC=CC2=CC=C(O2)[N+](=O)[O-])C3=CC=C(C=C3)Cl)N(C(=O)NC4=CC=C(C=C4)Cl)O)C	eeyarestatin I
CC(C)CC(C(C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)O)O)N	Amastatin
CNC1=NC(=NC=C1Cl)NC2=C(C=C(C=C2)C(=O)N3CCOCC3)OC	hg-10-102-01
C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N	Saxagliptin
CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C	Linagliptin
CN(C)C1=CC2=C(C=C1)C=C(C=C2)C(=O)NC(CCCN=C(CCl)N)C(=O)NCC3=CC=CC=C3	YW3-56
COC1=CC=CC(=C1)C2=CC(=C(C=C2)NC(=O)C3=C(CCC3)C(=O)O)F	Vidofludimus
CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O	CHEMBL2062101
C1C(S1)CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3	SB-3CT
CC(C)C(C[S+](=O)(C1=CC=C(C=C1)C2=CC=C(C=C2)Br)[O-])C(=O)O	NCGC00263127-01
C1COCCN1CCCCNC(=O)C2=CC3=CC=CC=C3O2	cl-82198
CC(C)CC(C(CSC1=CC=CS1)C(=O)NO)C(=O)NC(CC2=CC=CC=C2)C(=O)NC	batimastat
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl	Chlorhexidine Base
CC(C)CC(CC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C3=CC=CC=C3	gm 1489
CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CN=C2C1=CCC=C2)C(=O)NC	SCHEMBL3469160
CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	doxycycline
CC(C)C1=CC(=CC2=C1C(=O)N(S2(=O)=O)COC3=CC(=O)N4C=CC=C(C4=N3)OCCN5CCCCC5)OC	SSR 69071
CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)O	Sivelestat
CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]	Tolcapone
C1=CC=C2C(=C1)C(=O)N(C2=O)C(CC3=CNC4=CC=CC=C43)C(=O)O	RG108
C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N	FAZARABINE
C1C(C(OC1N2C=C(C(=NC2=O)N)F)CO)O	10356-76-0
CCC(C)N1C=C(C2=C(C=C(C=C21)C3=CN=C(C=C3)N4CCNCC4)C(=O)NCC5=C(C=C(NC5=O)C)C)C	GSK126
CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=C(C4=C3N=CN=C4N)Br)O)O	NCGC00344622-02
CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C	1268524-70-4
CCNC(=O)CC1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C	GSK 525768A
CC(=O)NC1=C(C2=C(S1)CNC2)C3=NC4=CC=CC=C4S3	CHEMBL1706858
C1=CC(=C(C=C1NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C(F)(F)F)F	ML216
C1=CC(=C(C=C1NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C#N)C4=CNN=C4	CHEMBL2426174
C1COCCN1C2=CC3=C(C=CC(=C3N=C2)O)C(=O)O	NCGC00241036
CN(C)CCCNC(=O)C1=CC=C(C=C1)C2=CC(=C3C(=C2)C=CC=N3)O	ML324
C1CN(CCC1CC(=O)N2CCC(CC2)C3C4=C(C=C(C=C4CCC5=CC(=CN=C35)Br)Cl)Br)C(=O)N	Lonafarnib
CC1=C(C=C2C(=C1)C(CCC2(C)C)(C)C)C3(CC3)C4=NC=C(C=C4)C(=O)O	153559-76-3
CC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Cl)OC2	80306-38-3
C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC6=C(C=C5)C=C(C=C6)C(=O)O)O	125316-60-1
CCCCOCCOC1=C(SC(=N1)C2=CC(=C(C=C2)C(=O)O)F)C	AC-261066
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)NC2=CC=C(C=C2)O)C)C	CBiol_001848
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C	11-cis Retinoic Acid
CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C	tazarotene
CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C	Tamibarotene
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	hydrocortisone
CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	cyclosporin A
CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	cyclosporin A
C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	cyclosporin A
CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]	azathioprine
CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O	Laquinimod
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	chrysin
CCN1CC2(CCC(C34C2CC(C31)C5(CC(C6CC4C5(C6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C	ZINC250325905
CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC	Sinomenine
C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O	NCGC00142605-03
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O	NCGC00344564-02
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O	NCGC00346737-01
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	Diosmetin
CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O	ketoprofen
C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O	ketorolac
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O	flurbiprofen
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	indomethacin
CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O	38194-50-2
CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3	Lornoxicam
CC(=O)OC1=CC=CC=C1C(=O)O	aspirin
CC(C)(C(=O)O)OCC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3	Bindarit
CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3	tenoxicam
CCCCOC1=CC=C(C=C1)CC(=O)NO	bufexamac
C1C=C(C2C1C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)O)CO	CHEMBL3348995
C1=C(NC=N1)CCN	histamine
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	cetirizine
CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1	loratadine
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2	(-)-chlorpheniramine
CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2.Cl	Chloropyramine hydrochloride
CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C	ZINC896472
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2	diphenhydramine
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1	ketotifen
CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1	CYPROHEPTADINE
CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5	Mizolastine
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl	azelastine
C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC(=O)CS(=O)CC3=CC=CO3	lafutidine
C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N	famotidine
C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N	famotidine
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1	famotidine
COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O	Secoisolariciresinol
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	quercetin
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	kaempferol
C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	dihydroquercetin
COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O	biochanin A
CC(=CCC1=C(C=C(C2=C1OC(=C(C2=O)O)C3=CC=C(C=C3)OC)O)O)C	Icaritin
C[Se]CCC(C(=O)O)N	Selenomethionine
CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co+2]	HYDROXOCOBALAMIN
CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]	NCGC00262545-02
C1=CC(=CN=C1)C(=O)O	nicotinic acid
C1=CC(=CN=C1)C(=O)N	nicotinamide
CC(C)(CO)C(C(=O)NCCC(=O)O)O	pantothenic acid
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O	83-88-5
CC1=CN=C(C=[N+]1[O-])C(=O)O	ACIPIMOX
C1C(N=C(C=C1C=CN2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)CO)O)O)O)C(=O)O)C(=O)O)C(=O)O	CHEMBL3188552
CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O	clinofibrate
C1CC(C(C1)C(=O)O)C(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4	CHEMBL3348987
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C	.beta.,.beta.-Carotene
CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C	Doxercalciferol
CCC(CC)(C=CC=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O	NCGC00242511-02
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C	1,25-dihydroxy vitamin D3
CCC=CCC1C(CCC1=O)CC(=O)OC	Jasmonic acid methyl ester
CC(=O)NC1=CC=C(C=C1)OCC(C)(C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)O	Andarine
CC(COC1=CC=C(C=C1)C#N)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O	ENOBOSARM
CC12CCC(CC1=CCC3C2CCC4(C3CC=C4N5C=NC6=CC=CC=C65)C)O	CHEMBL75474
CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=CC(=O)CCC35C	NCGC00346736-01
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C	SCHEMBL8771394
CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	NCGC00095245-01
CCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)CO	CHEMBL3348922
CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C	Enzalutamide
CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(C=C4)C#N)C(F)(F)F)F	915087-27-3
CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CN=C(C(=C4)C(F)(F)F)C#N)F	ARN-509
CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C	ZINC3881972
CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F	flutamide
CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C	NCGC00091032-08
CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O	Hydroxyflutamide
CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O	(R)-Bicalutamide
CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C	nilutamide
C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43	3,3'-Diindolylmethane
CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C	ZINC208951860
C1=CC(=CC=C1C2=C(N3C=CSC3=N2)C=NOCC4=CC(=C(C=C4)Cl)Cl)Cl	KBioGR_000368
CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl	PK 11195
CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl	meclizine
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3	Pioglitazone
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3	rosiglitazone
CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O	GW0742
CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)OCC(=O)O	317318-70-0
C1=CC(=C(C=C1C=CC(=O)O)O)O	trans-caffeic acid
CC(C)(C(=O)O)SC1=CC=C(C=C1)CCN(CCCCC2CCCCC2)C(=O)NC3CCCCC3	GW7647
CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl	fenofibrate
CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl	clofibrate
CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl	Ciprofibrate
C1=CC(=CC=C1C(=O)NCCS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)Cl	GSK3787
COC1=C(C=C(C=C1)CC2C(=O)NC(=O)S2)C(=O)NCC3=CC=C(C=C3)C(F)(F)F	KRP-297
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O	gemfibrozil
CCC(=O)NCC(CC1=CC=C(C=C1)OCCC2=C(OC(=N2)C3=CC=CC=C3)C)NC(=CC(=O)C4=CC=C(C=C4)C(F)(F)F)C	NCGC00165799-02
CC1=C(N(C2=C1C=C(C=C2)C(=O)NC(C)C3=CC=C(C=C3)[N+](=O)[O-])CC4=CC=C(C=C4)C5=CC=CC=C5C(=O)O)C	1338259-05-4
CC1=C(C(=C2CCC(OC2=C1C)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)O	troglitazone
CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C	Telmisartan
CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O	Olmesartan
CCCCC1=NC=C(N1)C(=C(CC2=CC=CS2)C(=O)O)CC3=CC=C(C=C3)C(=O)O	CHEMBL3184655
CCOC(=O)C(C)OC1=CC=CC2=C1C=CN(C2=O)CC(=O)NC3=CC4=C(C=C3)OCCO4	SID 7969543
CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O	Bazedoxifene acetate
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3	7728-73-6
CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3	89778-26-7
C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O	raloxifene
CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3	clomiphene
CC12CCC3C(C1C(C(C2O)O)O)CCC4=C3C=CC(=C4)O	NCGC00345819-01
CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C	Trilostane
C1CC2C(C1)C3=C(C=CC(=C3)O)OC2C4=CC=C(C=C4)O	Erteberel
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O	CHEMBL3348877
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC	CHEMBL3348858
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O	Oprea1_748549
CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O	Estrodienol
CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O	6898-97-1
CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O	ZINC44963243
CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F	NCGC00164789-05
CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2	Tesmilifene
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O	daidzein
CCCCCN(CCC12CC3CC(C1)CC(C3)C2)C(=O)NCCCC4=CC=NC=C4	SA-13353
CC(C)C[C@@H](C(=O)N1CCN(CC1)C(=O)[C@H](CO)NS(=O)(=O)C2=C(C=C(C=C2)Cl)Cl)NC(=O)C3=CC4=CC=CC=C4S3	GSK1016790A
CC(C)C1=C(C(=CC=C1)C(C)C)O	propofol
C1CN(CC1NC(=O)NC2=CC=CC=C2Br)C3=NC=C(C=C3)C(F)(F)F	SB-705498
C1=CC=C(C=C1)C(CN(CCCOC2=CC=CC(=C2)CC(=O)O)CC3=C(C(=CC=C3)C(F)(F)F)Cl)C4=CC=CC=C4	GW3965
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC	omeprazole
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C	probucol
CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O	NCGC00017394-08
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	lansoprazole
CC1=CN=C(C(=C1OC)C)C[S+](C2=NC3=C([CH-]2)C=CC(=C3)OC)[O-].CC1=CN=C(C(=C1OC)C)C[S+](C2=NC3=C([N-]2)C=CC(=C3)OC)[O-].[Mg+2]	NCGC00186013-01
COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC	pantoprazole
CC1=C2C(CCOC2=CC=C1)NC3=CC(=CN4C3=NC(=C4)C)C(=O)N(C)CCO	928774-43-0
